latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
21.39305,-104.9566,367.03,1,1,2025-04-07,1639,T,100,6.1NRT,313.92,98.86,D
21.39171,-104.94727,325.53,1,1,2025-04-07,1639,T,76,6.1NRT,305.69,15.45,D
20.49964,-100.67699,319.76,1.54,1.22,2025-04-07,1639,T,56,6.1NRT,304.4,14.33,D
20.52055,-100.92975,319.79,1.48,1.2,2025-04-07,1639,T,48,6.1NRT,304.63,11.3,D
20.5687,-101.34193,315.88,1.39,1.17,2025-04-07,1639,T,33,6.1NRT,302.14,12.25,D
20.70633,-102.38541,318.21,1.2,1.09,2025-04-07,1639,T,61,6.1NRT,306.02,5.66,D
20.51738,-101.21104,317.65,1.42,1.18,2025-04-07,1639,T,42,6.1NRT,305.18,10.44,D
19.73355,-99.21204,319.52,2.04,1.39,2025-04-07,1639,T,56,6.1NRT,299.71,22.9,D
46.34946,-118.96668,309.9,1.18,1.08,2025-04-07,1811,T,69,6.1NRT,288.92,11.84,D
34.4447,-119.13119,308.8,2.08,1.4,2025-04-07,1813,T,51,6.1NRT,295.7,18.63,D
34.44187,-119.13818,307.34,2.08,1.4,2025-04-07,1813,T,33,6.1NRT,296.45,17.2,D
19.40886,-155.28827,336.06,1.01,1,2025-04-07,1957,T,88,6.1NRT,318.54,26.73,D
19.40755,-155.27902,345.27,1.01,1,2025-04-07,1957,T,93,6.1NRT,322.38,42.75,D
19.25887,-71.59815,333.56,1.15,1.07,2025-04-07,1919,A,72,6.1NRT,299.68,31.24,D
19.25744,-71.60888,334.26,1.15,1.07,2025-04-07,1919,A,73,6.1NRT,298.96,33.34,D
19.23859,-71.82018,324.79,1.12,1.06,2025-04-07,1919,A,35,6.1NRT,303.45,14.92,D
19.31195,-71.9637,326.83,1.11,1.05,2025-04-07,1919,A,72,6.1NRT,305.8,11.69,D
19.37137,-71.66446,315.45,1.14,1.07,2025-04-07,1919,A,29,6.1NRT,298.5,7.05,D
20.05713,-75.97596,319.41,1.08,1.04,2025-04-07,1919,A,49,6.1NRT,306.83,6.62,D
20.41899,-75.97763,319.44,1.08,1.04,2025-04-07,1919,A,38,6.1NRT,294.07,11.3,D
20.33441,-76.8555,318.8,1.18,1.08,2025-04-07,1919,A,64,6.1NRT,304.37,9.25,D
20.39019,-76.68816,324.49,1.15,1.07,2025-04-07,1919,A,56,6.1NRT,304.58,13.27,D
20.66256,-76.48598,331.94,1.12,1.05,2025-04-07,1919,A,80,6.1NRT,301.27,27.73,D
20.88188,-77.02741,318.19,1.18,1.08,2025-04-07,1919,A,51,6.1NRT,303.62,7.62,D
20.83545,-77.75806,324.17,1.3,1.13,2025-04-07,1919,A,65,6.1NRT,305.45,14.46,D
21.14347,-76.66875,320.95,1.13,1.06,2025-04-07,1919,A,37,6.1NRT,302.43,8.56,D
21.15149,-76.66598,326.07,1.13,1.06,2025-04-07,1919,A,59,6.1NRT,305.2,17.13,D
21.15706,-78.17532,324.44,1.36,1.15,2025-04-07,1919,A,61,6.1NRT,303.83,15.87,D
21.15495,-78.18794,323.73,1.36,1.16,2025-04-07,1919,A,62,6.1NRT,302.21,15.25,D
21.18726,-78.17355,334.03,1.36,1.15,2025-04-07,1919,A,83,6.1NRT,300.59,37.5,D
21.48982,-78.46398,316.68,1.4,1.17,2025-04-07,1919,A,57,6.1NRT,299.85,9.26,D
21.69327,-77.55393,327.88,1.23,1.1,2025-04-07,1919,A,79,6.1NRT,302.36,24.11,D
21.7276,-78.02906,328.73,1.3,1.13,2025-04-07,1919,A,79,6.1NRT,301.1,27.9,D
21.7666,-78.04248,369.58,1.3,1.13,2025-04-07,1919,A,100,6.1NRT,304.96,156.61,D
21.75252,-78.61533,347.28,1.42,1.18,2025-04-07,1919,A,93,6.1NRT,307.76,70.16,D
21.75029,-78.62854,333.04,1.42,1.18,2025-04-07,1919,A,83,6.1NRT,308.17,30.18,D
21.74939,-78.62116,341.91,1.42,1.18,2025-04-07,1919,A,90,6.1NRT,307.97,53.05,D
21.80069,-78.75538,336.69,1.44,1.19,2025-04-07,1919,A,86,6.1NRT,306.56,42.7,D
21.79839,-78.76883,329.63,1.45,1.19,2025-04-07,1919,A,79,6.1NRT,307.46,25.84,D
21.8168,-78.78648,338.62,1.45,1.19,2025-04-07,1919,A,87,6.1NRT,308.74,46.26,D
21.81186,-78.79089,328.7,1.45,1.19,2025-04-07,1919,A,75,6.1NRT,308.26,22.03,D
21.97914,-78.18508,330.95,1.32,1.14,2025-04-07,1921,A,80,6.1NRT,305.36,29.34,D
21.98906,-78.18706,322.15,1.32,1.14,2025-04-07,1921,A,46,6.1NRT,304.46,13.42,D
21.83765,-79.14022,337.63,1.53,1.22,2025-04-07,1921,A,86,6.1NRT,306.07,45.21,D
21.83519,-79.15447,334.89,1.53,1.22,2025-04-07,1921,A,84,6.1NRT,307.9,39.98,D
21.84826,-79.14237,328.25,1.53,1.22,2025-04-07,1921,A,51,6.1NRT,306.47,19.19,D
21.84581,-79.15663,331.55,1.53,1.22,2025-04-07,1921,A,75,6.1NRT,306.47,29.5,D
21.84175,-79.14766,345.12,1.53,1.22,2025-04-07,1921,A,92,6.1NRT,308.2,67.81,D
21.90086,-78.99934,318.33,1.49,1.21,2025-04-07,1921,A,54,6.1NRT,301.27,13.11,D
22.06047,-78.19493,319.38,1.32,1.14,2025-04-07,1921,A,46,6.1NRT,303.9,10.58,D
22.09206,-79.34518,323.47,1.56,1.23,2025-04-07,1921,A,72,6.1NRT,301.31,26.54,D
21.97291,-79.95565,311.93,1.73,1.29,2025-04-07,1921,A,48,6.1NRT,296.71,13.48,D
22.09456,-79.35085,328.07,1.56,1.23,2025-04-07,1921,A,80,6.1NRT,301.84,37.1,D
22.27289,-78.8735,325.63,1.44,1.19,2025-04-07,1921,A,77,6.1NRT,305.3,20.41,D
22.27052,-78.88695,332.62,1.44,1.19,2025-04-07,1921,A,84,6.1NRT,304.88,36.54,D
22.21687,-80.66717,335.91,1.93,1.36,2025-04-07,1921,A,86,6.1NRT,303.17,70.54,D
22.23188,-80.65176,318.66,1.92,1.35,2025-04-07,1921,A,55,6.1NRT,301.53,15.74,D
22.22863,-80.66972,331.79,1.93,1.36,2025-04-07,1921,A,83,6.1NRT,302.32,55.61,D
22.22581,-80.65537,334.35,1.92,1.35,2025-04-07,1921,A,80,6.1NRT,302.9,63.54,D
36.65814,-81.21172,310.24,1.13,1.06,2025-04-07,1925,A,19,6.1NRT,272.12,13.22,D
22.22242,-80.67331,336.13,1.93,1.36,2025-04-07,1921,A,82,6.1NRT,303.14,70.8,D
22.32013,-81.33627,324.93,2.15,1.42,2025-04-07,1921,A,76,6.1NRT,298.94,51.95,D
39.97412,-90.08557,308.31,3,1.65,2025-04-07,1928,A,67,6.1NRT,287.72,39.63,D
22.31632,-81.35625,318.39,2.15,1.43,2025-04-07,1921,A,66,6.1NRT,297.34,31.54,D
39.97609,-90.09365,309.5,3,1.65,2025-04-07,1928,A,69,6.1NRT,287.89,43.8,D
41.54816,-93.26437,312.49,4.11,1.88,2025-04-07,1928,A,73,6.1NRT,286.16,88.49,D
22.49023,-80.55962,327.51,1.87,1.34,2025-04-07,1921,A,79,6.1NRT,300.91,43.84,D
22.16973,-84.3363,321.86,3.62,1.78,2025-04-07,1921,A,63,6.1NRT,294.95,76.13,D
41.5535,-93.27121,312.47,4.11,1.88,2025-04-07,1928,A,73,6.1NRT,285.73,87.09,D
45.44569,-93.2253,300.84,3.06,1.66,2025-04-07,1928,A,42,6.1NRT,281.48,29.77,D
22.78495,-81.20647,320.55,2.05,1.39,2025-04-07,1921,A,52,6.1NRT,299.87,33.39,D
45.43277,-93.22191,304.99,3.06,1.66,2025-04-07,1928,A,57,6.1NRT,280.22,42.7,D
22.16509,-84.34208,319.72,3.62,1.78,2025-04-07,1921,A,63,6.1NRT,296,69.61,D
45.8877,-92.61984,331.89,2.75,1.59,2025-04-07,1928,A,76,6.1NRT,283.3,148.84,D
22.75945,-82.4271,318.36,2.53,1.53,2025-04-07,1921,A,71,6.1NRT,297.98,26.04,D
22.63328,-83.12889,312.63,2.87,1.62,2025-04-07,1921,A,54,6.1NRT,294,23.5,D
22.99094,-81.57146,321.96,2.16,1.43,2025-04-07,1921,A,74,6.1NRT,297.27,38.86,D
22.97972,-81.5739,321.38,2.16,1.43,2025-04-07,1921,A,75,6.1NRT,295.91,39.01,D
23.01446,-81.72988,311.88,2.22,1.44,2025-04-07,1921,A,28,6.1NRT,294.14,17.1,D
23.01057,-81.75021,322.23,2.23,1.45,2025-04-07,1921,A,76,6.1NRT,295.81,45.72,D
22.87237,-82.7935,316.2,2.68,1.57,2025-04-07,1921,A,67,6.1NRT,296.85,32.19,D
23.16218,-81.99765,335.74,2.3,1.47,2025-04-07,1921,A,66,6.1NRT,298.51,92.61,D
23.15807,-82.01907,325.8,2.31,1.47,2025-04-07,1921,A,74,6.1NRT,299.91,49.06,D
23.16255,-82.06515,359.23,2.33,1.48,2025-04-07,1921,A,99,6.1NRT,301.36,260.24,D
23.16149,-82.00422,333.23,2.3,1.47,2025-04-07,1921,A,65,6.1NRT,299.84,81.81,D
23.01846,-82.71207,312.69,2.62,1.55,2025-04-07,1921,A,0,6.1NRT,295.19,18.85,D
23.16566,-82.05012,338.83,2.32,1.47,2025-04-07,1921,A,89,6.1NRT,301.03,110.59,D
23.16139,-82.07159,348.71,2.33,1.48,2025-04-07,1921,A,95,6.1NRT,300.63,174.61,D
18.0163,-66.28085,326.16,2.58,1.54,2025-04-07,1919,A,79,6.1NRT,302.04,55.51,D
18.07179,-71.38565,345.95,1.14,1.07,2025-04-07,1919,A,93,6.1NRT,300.9,55.48,D
18.38832,-71.77259,324.95,1.11,1.05,2025-04-07,1919,A,50,6.1NRT,301.98,14.64,D
18.44881,-71.46342,321.08,1.14,1.07,2025-04-07,1919,A,38,6.1NRT,303.98,7.57,D
18.61069,-71.34221,335.43,1.17,1.07,2025-04-07,1919,A,85,6.1NRT,301.36,33.9,D
18.58413,-71.82573,321.5,1.11,1.05,2025-04-07,1919,A,52,6.1NRT,300.38,10.06,D
17.94714,-76.60169,311.61,1.23,1.1,2025-04-07,1919,A,46,6.1NRT,298.05,8.07,D
17.9453,-76.61295,312.95,1.23,1.1,2025-04-07,1919,A,56,6.1NRT,299.49,8.7,D
17.93473,-77.11948,334.26,1.31,1.14,2025-04-07,1919,A,87,6.1NRT,303.92,35.13,D
22.89765,-104.64814,331.75,1.68,1.27,2025-04-07,2059,A,82,6.1NRT,301.79,50.17,D
22.90861,-104.65082,314.94,1.68,1.27,2025-04-07,2059,A,33,6.1NRT,302.78,12.3,D
23.94269,-98.25759,323.22,1.05,1.03,2025-04-07,2059,A,67,6.1NRT,307.54,10.08,D
22.82597,-105.68139,320.28,1.99,1.38,2025-04-07,2059,A,42,6.1NRT,307.6,21.25,D
22.82245,-105.70045,326.72,2,1.38,2025-04-07,2059,A,71,6.1NRT,309.81,37.58,D
22.83104,-105.68931,333.19,1.99,1.38,2025-04-07,2059,A,82,6.1NRT,307.23,61.96,D
23.98305,-99.09542,342.4,1.01,1.01,2025-04-07,2059,A,90,6.1NRT,309.46,36.01,D
23.98168,-99.10505,327.48,1.01,1,2025-04-07,2059,A,70,6.1NRT,308.58,13.79,D
24.35291,-99.73011,330.65,1,1,2025-04-07,2059,A,79,6.1NRT,293.6,26.65,D
24.46942,-99.4426,361.11,1,1,2025-04-07,2059,A,100,6.1NRT,306.39,82.18,D
23.57573,-106.08018,322.17,2.05,1.39,2025-04-07,2059,A,73,6.1NRT,308.93,27.89,D
23.5789,-106.08619,322.6,2.05,1.39,2025-04-07,2059,A,71,6.1NRT,309.34,26.63,D
23.55351,-106.34701,319.88,2.15,1.42,2025-04-07,2059,A,68,6.1NRT,308.92,19.75,D
23.68716,-106.07575,326.52,2.04,1.39,2025-04-07,2059,A,77,6.1NRT,309.72,40.05,D
18.00915,-99.85876,343.64,1.06,1.03,2025-04-07,2059,A,89,6.1NRT,312.88,33.39,D
24.06097,-106.60767,322.31,2.19,1.43,2025-04-07,2059,A,73,6.1NRT,307.89,31.35,D
17.96649,-100.13315,326.84,1.09,1.04,2025-04-07,2059,A,64,6.1NRT,310.46,9.64,D
24.07349,-106.60997,333.79,2.19,1.43,2025-04-07,2059,A,85,6.1NRT,307.01,73.51,D
25.31251,-99.41568,325.36,1.01,1.01,2025-04-07,2059,A,73,6.1NRT,310.34,13.47,D
18.02861,-99.85207,335.78,1.06,1.03,2025-04-07,2059,A,82,6.1NRT,312.92,19.81,D
25.27379,-99.68723,327.56,1,1,2025-04-07,2059,A,77,6.1NRT,307.4,14.87,D
18.02564,-99.87135,327.81,1.06,1.03,2025-04-07,2059,A,38,6.1NRT,313.84,8.5,D
24.27995,-106.22237,332.09,2.03,1.39,2025-04-07,2059,A,84,6.1NRT,305.3,71.67,D
18.14375,-99.33449,331.65,1.02,1.01,2025-04-07,2059,A,74,6.1NRT,318.2,12.46,D
24.27645,-106.2408,323.57,2.04,1.39,2025-04-07,2059,A,62,6.1NRT,304.5,41.06,D
18.29889,-98.55331,328.31,1,1,2025-04-07,2059,A,64,6.1NRT,316.04,7.13,D
24.30523,-106.22083,318.55,2.03,1.39,2025-04-07,2059,A,27,6.1NRT,296.68,32.6,D
18.16248,-99.64547,358.56,1.04,1.02,2025-04-07,2059,A,99,6.1NRT,322.53,63.83,D
24.31293,-106.20677,317.78,2.02,1.39,2025-04-07,2059,A,37,6.1NRT,295.83,33.64,D
18.16104,-99.65491,334.07,1.04,1.02,2025-04-07,2059,A,68,6.1NRT,320.02,13.3,D
24.32929,-106.25154,319.63,2.04,1.39,2025-04-07,2059,A,52,6.1NRT,295.81,39.33,D
18.31243,-99.51701,328.29,1.03,1.01,2025-04-07,2059,A,55,6.1NRT,314.93,6.84,D
25.58213,-99.66117,323.23,1.01,1,2025-04-07,2059,A,71,6.1NRT,309.37,9.06,D
24.49615,-106.75107,327.21,2.19,1.44,2025-04-07,2059,A,78,6.1NRT,306.73,48.71,D
18.31272,-99.63403,334.62,1.04,1.02,2025-04-07,2059,A,72,6.1NRT,316.04,16.8,D
24.49177,-106.77413,320.9,2.2,1.44,2025-04-07,2059,A,69,6.1NRT,308.69,25.83,D
18.50786,-98.69372,358.63,1,1,2025-04-07,2059,A,99,6.1NRT,319.19,61.01,D
24.49743,-106.75854,333.98,2.19,1.44,2025-04-07,2059,A,84,6.1NRT,307.22,75.91,D
18.3833,-99.52939,341.38,1.03,1.01,2025-04-07,2059,A,86,6.1NRT,317.63,26.81,D
25.69803,-99.95231,316.39,1,1,2025-04-07,2059,A,25,6.1NRT,305.42,5.01,D
18.38188,-99.53878,355.36,1.03,1.02,2025-04-07,2059,A,97,6.1NRT,318.31,56.9,D
25.69137,-100.06019,325.84,1,1,2025-04-07,2059,A,73,6.1NRT,308.07,13.91,D
18.51795,-98.68597,331.84,1,1,2025-04-07,2059,A,74,6.1NRT,318.48,9.01,D
25.68996,-100.06985,329.83,1,1,2025-04-07,2059,A,79,6.1NRT,307.78,17.84,D
18.09832,-101.92966,330.4,1.34,1.15,2025-04-07,2059,A,76,6.1NRT,305.08,26.64,D
24.77165,-107.5924,319.27,2.49,1.52,2025-04-07,2059,A,68,6.1NRT,304.98,29.18,D
24.76712,-107.59628,318.4,2.49,1.52,2025-04-07,2059,A,58,6.1NRT,305.51,24.44,D
18.64214,-98.79384,340.42,1,1,2025-04-07,2059,A,85,6.1NRT,319.14,22.45,D
25.0407,-107.1704,340.3,2.29,1.46,2025-04-07,2059,A,89,6.1NRT,308.85,110.56,D
18.65089,-98.79528,391.94,1,1,2025-04-07,2059,A,100,6.1NRT,325.39,187.32,D
18.64953,-98.80447,349.09,1,1,2025-04-07,2059,A,93,6.1NRT,321.6,38.53,D
25.03642,-107.19231,355.34,2.29,1.47,2025-04-07,2059,A,97,6.1NRT,313.88,213.11,D
25.03968,-107.17503,345.71,2.29,1.46,2025-04-07,2059,A,92,6.1NRT,310.06,142.65,D
18.6664,-99.06805,349.71,1.01,1,2025-04-07,2059,A,93,6.1NRT,315.46,42.83,D
25.0352,-107.19713,338.7,2.29,1.47,2025-04-07,2059,A,88,6.1NRT,313.34,101.06,D
18.67515,-99.06961,329.16,1.01,1,2025-04-07,2059,A,67,6.1NRT,314.19,9.5,D
18.81112,-98.57329,335.29,1,1,2025-04-07,2059,A,80,6.1NRT,315.06,20.07,D
27.42927,-98.34538,332.57,1.12,1.05,2025-04-07,2059,A,82,6.1NRT,305.2,27.12,D
18.71343,-99.49316,341.8,1.03,1.01,2025-04-07,2059,A,81,6.1NRT,320.49,28.94,D
27.42786,-98.3564,324.75,1.12,1.05,2025-04-07,2059,A,72,6.1NRT,305.58,15.87,D
18.74064,-99.37311,332.71,1.02,1.01,2025-04-07,2059,A,73,6.1NRT,317.03,12.93,D
27.43852,-98.34691,322.13,1.12,1.05,2025-04-07,2059,A,67,6.1NRT,305.51,12.91,D
27.43711,-98.35793,317.4,1.12,1.05,2025-04-07,2059,A,47,6.1NRT,304.45,7.66,D
18.84905,-98.88733,344.85,1,1,2025-04-07,2059,A,90,6.1NRT,315.43,32.01,D
27.83242,-98.02795,326.17,1.17,1.08,2025-04-07,2059,A,74,6.1NRT,307.11,17.33,D
18.8731,-98.98211,364.26,1,1,2025-04-07,2059,A,100,6.1NRT,315.5,81.79,D
18.87173,-98.99135,369.72,1.01,1,2025-04-07,2059,A,100,6.1NRT,315.66,98.96,D
26.45238,-107.96498,328.28,2.43,1.5,2025-04-07,2101,A,80,6.1NRT,307.29,71.23,D
18.82778,-99.34503,332.14,1.02,1.01,2025-04-07,2059,A,77,6.1NRT,311.6,17.01,D
28.68494,-97.74746,323.43,1.23,1.1,2025-04-07,2101,A,74,6.1NRT,302.08,19.68,D
18.82636,-99.35441,328.27,1.02,1.01,2025-04-07,2059,A,71,6.1NRT,311.11,11.61,D
28.68341,-97.75975,317.08,1.23,1.1,2025-04-07,2101,A,63,6.1NRT,303.39,11.02,D
18.80618,-99.72707,326.36,1.04,1.02,2025-04-07,2059,A,64,6.1NRT,313.56,11.6,D
28.69604,-97.92969,316.28,1.21,1.09,2025-04-07,2101,A,55,6.1NRT,303.31,7.89,D
28.29844,-101.56415,323.22,1.01,1.01,2025-04-07,2101,A,59,6.1NRT,311.44,8.01,D
18.94962,-99.33325,334.71,1.02,1.01,2025-04-07,2059,A,80,6.1NRT,308.26,24.76,D
18.95842,-99.33466,359.43,1.02,1.01,2025-04-07,2059,A,99,6.1NRT,308.2,76.91,D
28.29692,-101.57412,328.3,1.01,1.01,2025-04-07,2101,A,76,6.1NRT,310.82,14.1,D
18.95702,-99.34401,360.96,1.02,1.01,2025-04-07,2059,A,100,6.1NRT,309.97,80.6,D
29.33598,-97.76874,328.89,1.25,1.11,2025-04-07,2101,A,80,6.1NRT,306.88,23.19,D
18.95563,-99.35322,351.56,1.02,1.01,2025-04-07,2059,A,95,6.1NRT,308.2,57.69,D
29.33839,-97.76186,324.99,1.25,1.11,2025-04-07,2101,A,76,6.1NRT,306.6,18.64,D
18.96723,-99.33591,369.74,1.02,1.01,2025-04-07,2059,A,100,6.1NRT,307.29,109.69,D
29.33689,-97.77446,321.18,1.25,1.11,2025-04-07,2101,A,70,6.1NRT,306.06,12.59,D
18.96583,-99.34523,352.47,1.02,1.01,2025-04-07,2059,A,96,6.1NRT,308.01,59.95,D
30.94295,-98.79641,310.57,1.16,1.07,2025-04-07,2101,A,30,6.1NRT,297.67,5.47,D
31.07528,-98.48019,322.59,1.21,1.09,2025-04-07,2101,A,76,6.1NRT,298.52,21.22,D
18.96445,-99.35439,329.52,1.02,1.01,2025-04-07,2059,A,65,6.1NRT,304.15,19.71,D
18.97464,-99.34644,327.62,1.02,1.01,2025-04-07,2059,A,57,6.1NRT,299.55,19.52,D
31.07374,-98.49258,310.58,1.21,1.09,2025-04-07,2101,A,46,6.1NRT,297.93,7.07,D
19.1349,-98.51943,317.63,1,1,2025-04-07,2059,A,37,6.1NRT,305.06,4.23,D
31.08484,-98.48192,355.25,1.21,1.09,2025-04-07,2101,A,98,6.1NRT,300.58,90.66,D
31.08331,-98.49418,329.11,1.21,1.09,2025-04-07,2101,A,82,6.1NRT,298.94,29.1,D
19.13357,-98.52862,345.23,1,1,2025-04-07,2059,A,92,6.1NRT,308.2,41.74,D
19.07491,-99.48997,332.76,1.02,1.01,2025-04-07,2059,A,82,6.1NRT,299.6,27.63,D
30.49462,-102.87835,316.36,1.05,1.02,2025-04-07,2101,A,57,6.1NRT,300.63,8.97,D
19.08514,-99.48201,318.49,1.02,1.01,2025-04-07,2059,A,42,6.1NRT,295.16,11.62,D
30.00023,-107.48437,328.89,1.86,1.33,2025-04-07,2101,A,71,6.1NRT,311.34,32.13,D
19.0837,-99.49148,331.55,1.02,1.01,2025-04-07,2059,A,79,6.1NRT,298.2,26.25,D
31.70522,-98.50129,327.96,1.22,1.1,2025-04-07,2101,A,82,6.1NRT,300.49,25.72,D
19.08086,-99.51027,328.51,1.02,1.01,2025-04-07,2059,A,50,6.1NRT,304.46,18.41,D
31.71488,-98.50285,324.89,1.22,1.1,2025-04-07,2101,A,79,6.1NRT,300,21.93,D
19.00192,-100.08545,336.99,1.06,1.03,2025-04-07,2059,A,85,6.1NRT,315.14,29.11,D
31.97373,-98.31723,314.2,1.26,1.12,2025-04-07,2101,A,66,6.1NRT,299.4,10.38,D
32.22044,-98.71419,339.79,1.21,1.09,2025-04-07,2101,A,90,6.1NRT,301.58,48.09,D
19.02135,-100.0788,354.51,1.06,1.03,2025-04-07,2059,A,97,6.1NRT,313.68,65.11,D
18.86911,-101.11126,327.32,1.17,1.08,2025-04-07,2059,A,61,6.1NRT,313.1,10.37,D
32.21196,-99.37344,316.4,1.13,1.06,2025-04-07,2101,A,48,6.1NRT,298.8,10.01,D
32.21049,-99.38506,341.31,1.13,1.06,2025-04-07,2101,A,91,6.1NRT,301.3,47.98,D
18.86736,-101.12225,348.1,1.17,1.08,2025-04-07,2059,A,93,6.1NRT,316.42,52.05,D
19.05651,-100.08959,344.07,1.06,1.03,2025-04-07,2059,A,90,6.1NRT,305.9,44.61,D
32.20902,-99.39671,318.78,1.13,1.06,2025-04-07,2101,A,65,6.1NRT,299.96,12.52,D
19.06701,-100.08121,348.23,1.06,1.03,2025-04-07,2059,A,93,6.1NRT,300.87,53.63,D
32.33507,-98.96086,314.06,1.18,1.08,2025-04-07,2101,A,65,6.1NRT,298.27,10.05,D
19.06552,-100.09083,442.07,1.06,1.03,2025-04-07,2059,A,100,6.1NRT,321.1,657.96,D
32.41573,-98.61786,325.9,1.23,1.1,2025-04-07,2101,A,81,6.1NRT,299.35,25.48,D
19.06393,-100.10098,329.83,1.06,1.03,2025-04-07,2059,A,57,6.1NRT,306.7,21.89,D
32.4142,-98.63056,311.47,1.23,1.1,2025-04-07,2101,A,55,6.1NRT,298.81,6.77,D
19.10133,-99.97806,321.76,1.05,1.02,2025-04-07,2059,A,63,6.1NRT,298.31,15.02,D
32.46745,-98.7113,311.53,1.22,1.1,2025-04-07,2101,A,48,6.1NRT,298.76,7.33,D
32.47708,-98.71294,314.58,1.22,1.1,2025-04-07,2101,A,66,6.1NRT,299.18,10.88,D
19.31224,-98.81495,326.65,1,1,2025-04-07,2059,A,75,6.1NRT,312.43,8.69,D
32.60884,-98.70178,315,1.23,1.1,2025-04-07,2101,A,66,6.1NRT,297.71,11.72,D
18.64363,-103.51909,326.68,1.68,1.27,2025-04-07,2059,A,75,6.1NRT,301.99,35.77,D
32.6627,-98.33881,311.65,1.28,1.12,2025-04-07,2101,A,59,6.1NRT,297.14,9.21,D
18.64128,-103.53256,316.31,1.68,1.28,2025-04-07,2059,A,31,6.1NRT,299.82,14.4,D
19.15739,-101.50069,327.3,1.22,1.1,2025-04-07,2059,A,70,6.1NRT,308.53,19.42,D
32.66536,-98.33247,313.68,1.28,1.12,2025-04-07,2101,A,61,6.1NRT,296.43,11.72,D
32.64287,-98.77891,313.19,1.22,1.1,2025-04-07,2101,A,62,6.1NRT,298.26,9.29,D
19.13496,-102.87932,333.98,1.48,1.2,2025-04-07,2059,A,83,6.1NRT,312.03,32.67,D
32.61268,-99.26268,313.9,1.16,1.07,2025-04-07,2101,A,63,6.1NRT,299.65,8.14,D
19.85062,-99.25096,327.84,1.01,1,2025-04-07,2059,A,75,6.1NRT,313.97,9.32,D
32.74939,-98.38724,318,1.28,1.12,2025-04-07,2101,A,72,6.1NRT,299.52,15.46,D
19.71171,-100.58157,340.85,1.09,1.04,2025-04-07,2059,A,89,6.1NRT,312.87,35.08,D
32.73828,-98.47958,308.34,1.26,1.12,2025-04-07,2101,A,30,6.1NRT,296.86,5.71,D
19.71249,-101.38588,326.05,1.18,1.08,2025-04-07,2059,A,62,6.1NRT,309.64,12.81,D
19.71074,-101.39662,326.35,1.18,1.08,2025-04-07,2059,A,58,6.1NRT,313.38,13.48,D
32.7509,-98.37948,317.2,1.28,1.12,2025-04-07,2101,A,70,6.1NRT,299.41,14.41,D
19.84411,-101.02292,343.39,1.13,1.06,2025-04-07,2059,A,90,6.1NRT,309.6,44.9,D
31.56478,-106.38254,319.83,1.46,1.2,2025-04-07,2101,A,48,6.1NRT,305.06,9.49,D
32.93438,-98.02725,312.24,1.34,1.15,2025-04-07,2101,A,63,6.1NRT,300.75,9.28,D
19.85334,-101.02459,347.09,1.13,1.06,2025-04-07,2059,A,92,6.1NRT,310.18,53.19,D
19.9212,-101.0155,320.37,1.13,1.06,2025-04-07,2059,A,51,6.1NRT,307.29,9.37,D
32.80202,-100.36251,317.39,1.06,1.03,2025-04-07,2101,A,67,6.1NRT,299.6,8.93,D
20.18384,-100.10063,323.73,1.04,1.02,2025-04-07,2059,A,62,6.1NRT,311.59,7.93,D
33.46378,-97.3738,307.05,1.49,1.21,2025-04-07,2101,A,55,6.1NRT,296.27,7.32,D
20.16722,-100.32661,326.99,1.06,1.03,2025-04-07,2059,A,69,6.1NRT,313.53,9.88,D
33.37994,-100.09505,311.73,1.09,1.04,2025-04-07,2101,A,49,6.1NRT,300.44,5.71,D
33.92659,-97.42854,312.93,1.5,1.21,2025-04-07,2101,A,68,6.1NRT,296.8,12.65,D
19.6611,-103.46475,334.98,1.6,1.24,2025-04-07,2059,A,85,6.1NRT,306.49,49.74,D
33.94308,-98.0088,318.19,1.39,1.17,2025-04-07,2101,A,74,6.1NRT,296.4,20.12,D
19.9233,-101.97496,335.83,1.26,1.12,2025-04-07,2059,A,84,6.1NRT,312.1,29.94,D
34.76197,-96.63404,306.15,1.73,1.29,2025-04-07,2101,A,47,6.1NRT,295.05,7.33,D
19.92138,-101.98669,355.2,1.27,1.12,2025-04-07,2059,A,97,6.1NRT,315.9,82.2,D
19.93106,-101.98872,332.95,1.27,1.12,2025-04-07,2059,A,81,6.1NRT,312.5,23.71,D
34.92361,-98.25231,327.46,1.39,1.17,2025-04-07,2101,A,82,6.1NRT,296.99,33.97,D
19.83742,-103.64697,360.89,1.63,1.26,2025-04-07,2059,A,100,6.1NRT,312.89,162.96,D
34.93384,-98.25401,322.15,1.39,1.17,2025-04-07,2101,A,78,6.1NRT,296.67,25.62,D
35.48416,-96.9235,306.37,1.69,1.28,2025-04-07,2101,A,43,6.1NRT,295.66,8.19,D
19.83497,-103.66107,316.74,1.64,1.26,2025-04-07,2059,A,18,6.1NRT,306.72,11.64,D
20.29215,-101.0115,327.07,1.12,1.05,2025-04-07,2059,A,48,6.1NRT,312.6,11.85,D
35.27243,-99.53352,334.53,1.2,1.09,2025-04-07,2101,A,87,6.1NRT,299.66,38.87,D
35.27086,-99.54637,310.85,1.2,1.09,2025-04-07,2101,A,53,6.1NRT,297.52,5.79,D
