latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
39.01964,-96.35153,328.17,1.29,1.13,2025-04-07,1635,T,85,6.1NRT,290.09,34.24,D
37.30964,-99.38653,340.09,1.04,1.02,2025-04-07,1635,T,91,6.1NRT,301.62,40.06,D
39.03498,-96.49585,300.98,1.27,1.12,2025-04-07,1635,T,33,6.1NRT,288.47,3.37,D
37.19118,-101.33578,320.02,1,1,2025-04-07,1635,T,73,6.1NRT,299.61,10.9,D
38.97907,-96.18172,336.26,1.31,1.14,2025-04-07,1635,T,90,6.1NRT,292.51,53.75,D
37.18965,-101.32485,319.85,1,1,2025-04-07,1635,T,73,6.1NRT,298.66,10.61,D
38.97647,-96.16727,353.81,1.32,1.14,2025-04-07,1635,T,97,6.1NRT,293.38,104.09,D
36.85085,-99.36353,308.89,1.05,1.02,2025-04-07,1635,T,57,6.1NRT,297.4,4.7,D
38.96667,-96.1703,325.44,1.32,1.14,2025-04-07,1635,T,84,6.1NRT,289.44,33.3,D
36.45648,-97.22176,330.09,1.29,1.13,2025-04-07,1635,T,86,6.1NRT,291.18,41.12,D
39.00657,-96.62099,304.08,1.25,1.11,2025-04-07,1635,T,58,6.1NRT,290.26,6.39,D
36.45406,-97.20795,306.84,1.29,1.13,2025-04-07,1635,T,63,6.1NRT,291.37,9.38,D
38.96124,-96.36839,304.22,1.29,1.13,2025-04-07,1635,T,58,6.1NRT,290.2,6.23,D
36.07565,-95.8272,304.52,1.57,1.23,2025-04-07,1635,T,58,6.1NRT,290.47,6.24,D
38.91065,-96.49348,314.86,1.27,1.12,2025-04-07,1635,T,75,6.1NRT,290.69,16.65,D
37.0524,-101.86351,317.17,1.01,1.01,2025-04-07,1635,T,70,6.1NRT,296.95,10.04,D
38.90812,-96.4793,307.41,1.28,1.12,2025-04-07,1635,T,65,6.1NRT,290.2,8.84,D
38.98284,-97.12888,304.67,1.19,1.08,2025-04-07,1635,T,58,6.1NRT,288.7,6.79,D
36.13711,-96.83007,302.33,1.37,1.16,2025-04-07,1635,T,52,6.1NRT,291.22,5.73,D
38.93354,-96.84873,301.84,1.22,1.1,2025-04-07,1635,T,47,6.1NRT,289.72,4.1,D
36.05935,-96.85789,302.52,1.37,1.16,2025-04-07,1635,T,46,6.1NRT,290.59,6.25,D
38.79848,-96.10269,303.51,1.34,1.15,2025-04-07,1635,T,51,6.1NRT,290.7,5.2,D
35.61565,-97.50275,305.16,1.29,1.13,2025-04-07,1635,T,40,6.1NRT,291.28,4.11,D
38.79721,-96.09414,304.55,1.34,1.15,2025-04-07,1635,T,59,6.1NRT,291.12,6.45,D
35.43151,-97.64049,308.4,1.28,1.12,2025-04-07,1635,T,31,6.1NRT,292.88,6.17,D
38.6784,-95.50053,306.84,1.45,1.19,2025-04-07,1635,T,47,6.1NRT,291.46,9.78,D
38.67545,-95.4846,309.63,1.45,1.19,2025-04-07,1635,T,66,6.1NRT,291.21,12.95,D
35.97175,-101.27686,309.55,1,1,2025-04-07,1635,T,57,6.1NRT,297.77,4.95,D
38.81666,-96.31849,340.01,1.3,1.13,2025-04-07,1635,T,92,6.1NRT,293.34,58.9,D
38.81409,-96.30412,351.82,1.31,1.13,2025-04-07,1635,T,97,6.1NRT,294.39,93.25,D
35.41714,-99.28391,305.6,1.09,1.04,2025-04-07,1635,T,52,6.1NRT,295.17,4.67,D
38.66815,-95.50358,308.71,1.45,1.19,2025-04-07,1635,T,62,6.1NRT,291.15,12.01,D
35.16171,-98.1021,304.89,1.23,1.1,2025-04-07,1635,T,58,6.1NRT,292.35,6.36,D
38.66521,-95.48778,307.91,1.45,1.19,2025-04-07,1635,T,60,6.1NRT,290.2,11.02,D
38.879,-96.72803,302.9,1.24,1.11,2025-04-07,1635,T,50,6.1NRT,290.7,4.72,D
35.20831,-98.63482,310.74,1.16,1.07,2025-04-07,1635,T,68,6.1NRT,293.34,10.74,D
38.8766,-96.71437,302.08,1.24,1.11,2025-04-07,1635,T,42,6.1NRT,290,4.05,D
35.20626,-98.62255,309.28,1.16,1.07,2025-04-07,1635,T,66,6.1NRT,292.16,9.55,D
38.80945,-96.33572,336.29,1.3,1.13,2025-04-07,1635,T,90,6.1NRT,293.26,51.01,D
35.19899,-98.63709,335.78,1.16,1.07,2025-04-07,1635,T,89,6.1NRT,293.01,43.37,D
38.80687,-96.32132,351.84,1.3,1.13,2025-04-07,1635,T,97,6.1NRT,295.32,92.63,D
35.19694,-98.62483,333.77,1.16,1.07,2025-04-07,1635,T,88,6.1NRT,292,39.87,D
38.80429,-96.30695,356.99,1.31,1.13,2025-04-07,1635,T,98,6.1NRT,294.51,111.55,D
34.98849,-98.29221,308.26,1.21,1.09,2025-04-07,1635,T,65,6.1NRT,293.45,8.39,D
38.86702,-96.71712,304.42,1.24,1.11,2025-04-07,1635,T,58,6.1NRT,290.53,5.92,D
34.80648,-98.20322,306.02,1.23,1.1,2025-04-07,1635,T,62,6.1NRT,293.92,6.36,D
38.79968,-96.33857,309.05,1.3,1.13,2025-04-07,1635,T,68,6.1NRT,291.17,10.33,D
34.80621,-99.1881,307.66,1.12,1.05,2025-04-07,1635,T,62,6.1NRT,294.68,6.31,D
38.79709,-96.32415,319.03,1.3,1.13,2025-04-07,1635,T,79,6.1NRT,290.67,21.25,D
34.03976,-96.98949,310.92,1.47,1.2,2025-04-07,1637,T,71,6.1NRT,289.25,18.29,D
38.71605,-95.99293,308.73,1.36,1.15,2025-04-07,1635,T,68,6.1NRT,292.21,10.76,D
34.03691,-96.97411,300.42,1.48,1.2,2025-04-07,1637,T,37,6.1NRT,289.12,6.78,D
38.71328,-95.97793,315.94,1.36,1.16,2025-04-07,1635,T,76,6.1NRT,292.28,19.38,D
34.35449,-99.32581,306.95,1.12,1.05,2025-04-07,1637,T,62,6.1NRT,291.26,5.89,D
38.54246,-95.12937,311.25,1.53,1.22,2025-04-07,1635,T,71,6.1NRT,290.97,17.49,D
34.35257,-99.31411,308.03,1.12,1.05,2025-04-07,1637,T,64,6.1NRT,292.77,6.96,D
33.81528,-96.54731,303.29,1.58,1.24,2025-04-07,1637,T,48,6.1NRT,288.18,11.13,D
38.73955,-96.23465,318.34,1.32,1.14,2025-04-07,1635,T,78,6.1NRT,292.74,20.86,D
33.81223,-96.53091,302.74,1.59,1.24,2025-04-07,1637,T,46,6.1NRT,288.82,10.23,D
38.73689,-96.22017,312.74,1.32,1.14,2025-04-07,1635,T,73,6.1NRT,292.28,13.41,D
34.2084,-99.33603,303.86,1.12,1.05,2025-04-07,1637,T,50,6.1NRT,293.84,4.52,D
38.60063,-95.49026,309.72,1.45,1.19,2025-04-07,1635,T,69,6.1NRT,292.12,13.02,D
33.46723,-97.37105,301.25,1.44,1.19,2025-04-07,1637,T,46,6.1NRT,291.13,5.73,D
38.72971,-96.23749,355.88,1.32,1.14,2025-04-07,1635,T,98,6.1NRT,293.07,108.89,D
34.23043,-102.76102,303.29,1.02,1.01,2025-04-07,1637,T,34,6.1NRT,289.9,2.91,D
38.72705,-96.22303,341.63,1.32,1.14,2025-04-07,1635,T,92,6.1NRT,292.28,64.45,D
32.97787,-97.64026,303.03,1.42,1.18,2025-04-07,1637,T,53,6.1NRT,292.1,5.81,D
38.73042,-96.24309,327.75,1.32,1.14,2025-04-07,1635,T,85,6.1NRT,291.85,34.52,D
33.00116,-97.88883,305.24,1.37,1.16,2025-04-07,1637,T,59,6.1NRT,291.09,7.74,D
38.72783,-96.22858,355.63,1.32,1.14,2025-04-07,1635,T,98,6.1NRT,293.63,108.48,D
32.58779,-96.53275,301.03,1.68,1.28,2025-04-07,1637,T,44,6.1NRT,289.17,9.32,D
38.78152,-96.76197,311.03,1.24,1.11,2025-04-07,1635,T,70,6.1NRT,291.21,11.98,D
32.87077,-98.26281,301.35,1.31,1.14,2025-04-07,1637,T,27,6.1NRT,291.08,3.58,D
38.74818,-96.99108,302.51,1.22,1.1,2025-04-07,1635,T,48,6.1NRT,290.95,4.42,D
32.84829,-98.72552,308.9,1.24,1.11,2025-04-07,1637,T,65,6.1NRT,294.64,9.48,D
38.69123,-96.72209,313.59,1.25,1.11,2025-04-07,1635,T,73,6.1NRT,292.47,14.66,D
32.84608,-98.71272,316.97,1.24,1.11,2025-04-07,1637,T,76,6.1NRT,292.09,18.71,D
38.58032,-96.21651,319.55,1.33,1.14,2025-04-07,1635,T,79,6.1NRT,293.94,22.58,D
32.74181,-98.47353,316.75,1.29,1.13,2025-04-07,1637,T,76,6.1NRT,291.13,20.11,D
38.96973,-98.72221,332.87,1.05,1.02,2025-04-07,1635,T,87,6.1NRT,295.01,31.72,D
32.73203,-98.47577,304.28,1.29,1.13,2025-04-07,1637,T,30,6.1NRT,290.94,6.41,D
38.96787,-98.71052,405.32,1.05,1.02,2025-04-07,1635,T,100,6.1NRT,302.88,304.61,D
32.66706,-98.33884,319.15,1.31,1.14,2025-04-07,1637,T,79,6.1NRT,292.17,23.59,D
38.96599,-98.69881,441.26,1.05,1.02,2025-04-07,1635,T,100,6.1NRT,317.05,647.08,D
32.66468,-98.32544,337.19,1.31,1.14,2025-04-07,1637,T,78,6.1NRT,291.12,56.23,D
38.96412,-98.68708,375.08,1.05,1.02,2025-04-07,1635,T,87,6.1NRT,301.81,140.66,D
32.66518,-98.33179,335.94,1.31,1.14,2025-04-07,1637,T,78,6.1NRT,292.02,52.25,D
38.53542,-96.19875,313.8,1.34,1.15,2025-04-07,1635,T,74,6.1NRT,293.48,14.61,D
32.63867,-98.78091,309.51,1.24,1.11,2025-04-07,1637,T,67,6.1NRT,292.43,10.26,D
38.96134,-98.7304,351.68,1.05,1.02,2025-04-07,1635,T,96,6.1NRT,296.18,68.49,D
32.6365,-98.76812,304.11,1.25,1.11,2025-04-07,1637,T,53,6.1NRT,292.81,5.76,D
38.9595,-98.71871,331.01,1.05,1.02,2025-04-07,1635,T,86,6.1NRT,291.81,29.77,D
32.61597,-98.70642,312.78,1.26,1.11,2025-04-07,1637,T,72,6.1NRT,291.57,13.81,D
38.95765,-98.70699,338.96,1.05,1.02,2025-04-07,1635,T,91,6.1NRT,291.13,41.75,D
32.61376,-98.69346,314.94,1.26,1.11,2025-04-07,1637,T,74,6.1NRT,292.51,15.89,D
38.9558,-98.69522,367.59,1.05,1.02,2025-04-07,1635,T,100,6.1NRT,296.84,114.18,D
32.1351,-96.78962,304.24,1.66,1.27,2025-04-07,1637,T,58,6.1NRT,290.48,11.71,D
38.95395,-98.68351,309.76,1.05,1.02,2025-04-07,1635,T,65,6.1NRT,293.04,7.24,D
32.41488,-98.61828,376.13,1.28,1.12,2025-04-07,1637,T,100,6.1NRT,296.64,195.58,D
38.53662,-96.20421,305.54,1.34,1.15,2025-04-07,1635,T,20,6.1NRT,293.4,5.51,D
32.41263,-98.60513,340.72,1.28,1.12,2025-04-07,1637,T,92,6.1NRT,293.97,61.61,D
38.534,-96.18956,310.4,1.34,1.15,2025-04-07,1635,T,69,6.1NRT,293.2,10.44,D
32.18498,-98.01402,316.34,1.39,1.17,2025-04-07,1637,T,77,6.1NRT,290.94,21.66,D
38.39514,-95.48705,308.66,1.47,1.2,2025-04-07,1635,T,67,6.1NRT,292.01,11.61,D
32.15837,-98.3311,323.42,1.34,1.15,2025-04-07,1637,T,82,6.1NRT,294.25,29.67,D
38.39214,-95.47093,326.58,1.47,1.2,2025-04-07,1635,T,84,6.1NRT,293.17,39.9,D
32.15597,-98.31742,313.66,1.34,1.15,2025-04-07,1637,T,73,6.1NRT,294.68,15.74,D
38.49282,-96.07712,305.18,1.36,1.15,2025-04-07,1635,T,52,6.1NRT,292.72,6.25,D
32.03172,-97.74049,308.01,1.46,1.19,2025-04-07,1637,T,66,6.1NRT,290.55,12.7,D
38.4901,-96.06214,332.39,1.36,1.16,2025-04-07,1635,T,76,6.1NRT,294.2,46.76,D
32.02904,-97.72577,310.77,1.46,1.19,2025-04-07,1637,T,70,6.1NRT,289.58,16.32,D
38.38182,-95.47407,307.83,1.47,1.2,2025-04-07,1635,T,66,6.1NRT,292.25,10.53,D
32.45281,-100.42822,304.77,1.07,1.03,2025-04-07,1637,T,31,6.1NRT,291.79,3.82,D
38.11042,-94.36568,300.91,1.73,1.29,2025-04-07,1635,T,43,6.1NRT,289.96,7.93,D
31.72608,-96.54173,311.46,1.76,1.3,2025-04-07,1637,T,71,6.1NRT,289.22,23.95,D
38.5938,-97.04063,313.59,1.22,1.1,2025-04-07,1635,T,73,6.1NRT,292.11,12.77,D
31.71485,-96.5446,306.62,1.76,1.3,2025-04-07,1637,T,64,6.1NRT,289.55,15.84,D
38.59132,-97.04784,309.45,1.22,1.1,2025-04-07,1635,T,67,6.1NRT,292.09,8.71,D
32.21502,-99.37556,324.87,1.18,1.08,2025-04-07,1637,T,82,6.1NRT,293.68,26.17,D
38.58901,-97.03443,307.21,1.22,1.1,2025-04-07,1635,T,58,6.1NRT,292.23,6.96,D
31.99552,-98.5229,314.98,1.31,1.14,2025-04-07,1637,T,59,6.1NRT,296.13,15.6,D
38.57382,-97.23354,308.49,1.19,1.09,2025-04-07,1635,T,65,6.1NRT,291.8,8.54,D
31.71602,-97.60278,303.65,1.5,1.21,2025-04-07,1637,T,57,6.1NRT,290.33,8.99,D
38.29771,-95.75624,337.69,1.42,1.18,2025-04-07,1635,T,91,6.1NRT,292.52,64.23,D
31.64532,-97.54633,309.84,1.52,1.22,2025-04-07,1637,T,69,6.1NRT,292.09,16.56,D
38.29481,-95.74075,312.7,1.43,1.18,2025-04-07,1635,T,73,6.1NRT,290.81,16.65,D
32.26429,-101.30443,312.26,1.02,1.01,2025-04-07,1637,T,64,6.1NRT,292.65,8.18,D
38.75341,-98.53378,308.24,1.07,1.03,2025-04-07,1635,T,62,6.1NRT,291.87,7.16,D
31.71197,-98.49791,306.24,1.33,1.14,2025-04-07,1637,T,53,6.1NRT,293.05,6.25,D
38.75149,-98.52193,304.44,1.07,1.03,2025-04-07,1635,T,49,6.1NRT,291.42,4.45,D
31.70205,-98.5003,312.19,1.33,1.14,2025-04-07,1637,T,71,6.1NRT,293.25,12.58,D
38.26169,-95.9513,306.77,1.39,1.17,2025-04-07,1635,T,63,6.1NRT,291.09,8.98,D
32.20972,-101.93707,314.83,1,1,2025-04-07,1637,T,67,6.1NRT,295.99,6.9,D
38.25889,-95.93611,326.64,1.4,1.17,2025-04-07,1635,T,84,6.1NRT,291.91,37.64,D
31.95079,-100.30499,308.58,1.09,1.04,2025-04-07,1637,T,59,6.1NRT,294.98,5.13,D
38.2411,-96.06911,306.02,1.37,1.16,2025-04-07,1635,T,61,6.1NRT,292.75,8.14,D
31.95092,-100.65749,331.51,1.06,1.03,2025-04-07,1637,T,86,6.1NRT,293.7,30.32,D
38.20633,-96.10173,312.6,1.37,1.16,2025-04-07,1635,T,72,6.1NRT,292.15,14.49,D
31.94195,-100.65941,331.69,1.06,1.03,2025-04-07,1637,T,86,6.1NRT,293.83,31,D
38.17863,-95.95046,318.82,1.4,1.17,2025-04-07,1635,T,78,6.1NRT,291.65,25.14,D
31.94022,-100.64851,314.94,1.06,1.03,2025-04-07,1637,T,70,6.1NRT,293.05,11.08,D
38.17582,-95.93516,310.69,1.4,1.17,2025-04-07,1635,T,69,6.1NRT,291.01,14.06,D
38.20721,-96.16429,307.72,1.36,1.16,2025-04-07,1635,T,64,6.1NRT,292.27,9.82,D
31.7696,-100.3913,306.08,1.09,1.04,2025-04-07,1637,T,46,6.1NRT,293.75,4.65,D
38.2045,-96.14942,324.66,1.36,1.16,2025-04-07,1635,T,83,6.1NRT,293.08,32.5,D
31.09769,-96.67262,304.64,1.78,1.31,2025-04-07,1637,T,59,6.1NRT,291.05,12.28,D
37.66753,-93.46059,302.58,2.01,1.38,2025-04-07,1635,T,53,6.1NRT,288.52,13.97,D
31.0864,-96.67548,302.98,1.78,1.31,2025-04-07,1637,T,54,6.1NRT,290.49,10.53,D
38.22293,-96.42225,326.51,1.32,1.14,2025-04-07,1635,T,81,6.1NRT,295.13,30.58,D
31.75059,-100.62313,328.31,1.07,1.03,2025-04-07,1637,T,84,6.1NRT,294.3,26.24,D
31.74885,-100.61221,323.39,1.07,1.03,2025-04-07,1637,T,80,6.1NRT,294.11,20.08,D
38.22029,-96.40777,326.63,1.32,1.14,2025-04-07,1635,T,84,6.1NRT,293.37,30.71,D
31.74112,-100.62023,308.47,1.07,1.03,2025-04-07,1637,T,56,6.1NRT,293.64,6.29,D
38.21307,-96.42498,322.31,1.32,1.14,2025-04-07,1635,T,58,6.1NRT,294.76,23.47,D
31.30813,-98.14077,318.68,1.42,1.18,2025-04-07,1637,T,78,6.1NRT,292.63,25.27,D
38.1998,-96.3524,311.56,1.33,1.14,2025-04-07,1635,T,70,6.1NRT,292.75,11.67,D
31.18417,-98.26591,319.53,1.4,1.17,2025-04-07,1637,T,79,6.1NRT,292.84,26.1,D
37.65601,-93.64562,303.32,1.96,1.37,2025-04-07,1635,T,56,6.1NRT,289.02,13.27,D
30.7526,-96.3971,305.87,1.89,1.34,2025-04-07,1637,T,62,6.1NRT,293.13,14.41,D
38.06744,-95.79385,309.29,1.43,1.18,2025-04-07,1635,T,67,6.1NRT,292.41,12.7,D
38.06455,-95.7782,327.79,1.44,1.19,2025-04-07,1635,T,85,6.1NRT,292.97,42.09,D
31.05465,-98.12374,308.06,1.44,1.19,2025-04-07,1637,T,65,6.1NRT,292.56,12.03,D
37.65162,-93.65285,306.08,1.96,1.37,2025-04-07,1635,T,63,6.1NRT,288.63,18.9,D
31.09328,-98.39616,303.31,1.39,1.17,2025-04-07,1637,T,38,6.1NRT,292.02,6.4,D
38.17739,-96.45628,342.04,1.32,1.14,2025-04-07,1635,T,74,6.1NRT,296.65,60.37,D
31.08778,-98.47557,313.78,1.37,1.16,2025-04-07,1637,T,72,6.1NRT,292.03,18.02,D
38.17482,-96.44191,344.89,1.32,1.14,2025-04-07,1635,T,94,6.1NRT,295.35,68.55,D
31.0777,-98.47783,310.04,1.37,1.16,2025-04-07,1637,T,66,6.1NRT,291.08,13.67,D
38.17014,-96.47342,339.03,1.31,1.14,2025-04-07,1635,T,91,6.1NRT,295.68,55.62,D
30.94595,-98.78988,304.84,1.32,1.14,2025-04-07,1637,T,15,6.1NRT,292.03,5.17,D
38.16757,-96.45915,366.3,1.32,1.14,2025-04-07,1635,T,100,6.1NRT,299.18,148.26,D
30.93606,-98.79222,314.99,1.32,1.14,2025-04-07,1637,T,73,6.1NRT,293.22,16.52,D
38.165,-96.44483,355.02,1.32,1.14,2025-04-07,1635,T,98,6.1NRT,295.93,102.28,D
30.9168,-99.77351,308.56,1.18,1.08,2025-04-07,1637,T,58,6.1NRT,293.29,7.59,D
38.1624,-96.43041,337.19,1.32,1.14,2025-04-07,1635,T,87,6.1NRT,292.09,50.79,D
30.46563,-97.65772,306.73,1.58,1.24,2025-04-07,1637,T,61,6.1NRT,294.09,6.43,D
38.15516,-96.44769,323.39,1.32,1.14,2025-04-07,1635,T,82,6.1NRT,292.61,26.93,D
30.08599,-96.81062,309.24,1.83,1.32,2025-04-07,1637,T,61,6.1NRT,293.92,14.43,D
38.15256,-96.4333,352.74,1.32,1.14,2025-04-07,1635,T,97,6.1NRT,292.42,98.79,D
30.0825,-96.79244,307.57,1.83,1.33,2025-04-07,1637,T,39,6.1NRT,295.85,12.11,D
38.19124,-96.70562,306.94,1.28,1.12,2025-04-07,1635,T,62,6.1NRT,294.71,7.24,D
30.07802,-96.83146,308.02,1.82,1.32,2025-04-07,1637,T,42,6.1NRT,295.88,13.38,D
38.16174,-96.65513,314.29,1.29,1.13,2025-04-07,1635,T,73,6.1NRT,293.65,13.7,D
30.07455,-96.81349,310.47,1.83,1.32,2025-04-07,1637,T,69,6.1NRT,295.69,17.36,D
38.15919,-96.64104,310.35,1.29,1.13,2025-04-07,1635,T,68,6.1NRT,293.85,9.14,D
30.06877,-98.73975,307.01,1.38,1.16,2025-04-07,1637,T,61,6.1NRT,293.48,9.05,D
38.1204,-96.42742,316.94,1.32,1.14,2025-04-07,1635,T,76,6.1NRT,290.02,20.41,D
30.21253,-99.68655,306.62,1.22,1.1,2025-04-07,1637,T,57,6.1NRT,293.05,7.01,D
38.20897,-96.97529,314.67,1.24,1.11,2025-04-07,1635,T,56,6.1NRT,294.72,13.46,D
30.11175,-99.16075,311.43,1.3,1.13,2025-04-07,1637,T,68,6.1NRT,293.29,13.18,D
38.20656,-96.96178,311.83,1.24,1.11,2025-04-07,1635,T,53,6.1NRT,293.56,10.82,D
30.11158,-99.16663,307.52,1.3,1.13,2025-04-07,1637,T,60,6.1NRT,293.27,8.88,D
29.80188,-97.77835,311.33,1.6,1.25,2025-04-07,1637,T,69,6.1NRT,296.34,15.47,D
29.96482,-98.79765,318.14,1.37,1.16,2025-04-07,1637,T,77,6.1NRT,295.31,20.81,D
29.97407,-98.90852,306.67,1.35,1.15,2025-04-07,1637,T,53,6.1NRT,294.84,6.25,D
29.81906,-98.50335,304.02,1.44,1.19,2025-04-07,1637,T,49,6.1NRT,293.75,5.31,D
29.34568,-97.76849,317.29,1.64,1.26,2025-04-07,1637,T,75,6.1NRT,299.78,21.64,D
28.84161,-96.71069,308.11,1.98,1.37,2025-04-07,1637,T,45,6.1NRT,295.08,14.58,D
29.08206,-99.73161,326.55,1.26,1.12,2025-04-07,1637,T,80,6.1NRT,306.59,22.97,D
29.07997,-99.71911,326.99,1.26,1.12,2025-04-07,1637,T,80,6.1NRT,303.65,23.61,D
28.68944,-97.74535,311.67,1.69,1.28,2025-04-07,1637,T,54,6.1NRT,295.7,15.33,D
28.67839,-97.74807,318.42,1.69,1.28,2025-04-07,1637,T,73,6.1NRT,296.21,27.91,D
28.68992,-97.93336,315.17,1.65,1.26,2025-04-07,1637,T,68,6.1NRT,297.94,18.86,D
28.6869,-97.91717,325.96,1.65,1.26,2025-04-07,1637,T,81,6.1NRT,296.66,41.79,D
28.68631,-97.92387,325.73,1.65,1.26,2025-04-07,1637,T,80,6.1NRT,297.3,40.53,D
28.38072,-96.60917,383.7,2.06,1.4,2025-04-07,1637,T,94,6.1NRT,302.69,475.69,D
28.37682,-96.58912,334.97,2.07,1.4,2025-04-07,1637,T,66,6.1NRT,297.27,91.53,D
28.37255,-96.63213,315.06,2.05,1.39,2025-04-07,1637,T,60,6.1NRT,295.38,28.96,D
28.36866,-96.61214,357.62,2.06,1.4,2025-04-07,1637,T,75,6.1NRT,296.25,220.19,D
28.36051,-96.63509,316.5,2.05,1.39,2025-04-07,1637,T,0,6.1NRT,293.88,32.21,D
28.57514,-100.59904,314.79,1.16,1.07,2025-04-07,1637,T,62,6.1NRT,299.41,7.96,D
28.57329,-100.58759,311.88,1.16,1.07,2025-04-07,1637,T,52,6.1NRT,300.6,5.11,D
27.83304,-98.02473,312.71,1.69,1.28,2025-04-07,1637,T,54,6.1NRT,300.44,10.99,D
27.50668,-98.27663,315.87,1.65,1.26,2025-04-07,1637,T,68,6.1NRT,299.67,19,D
27.36992,-97.65948,314.83,1.83,1.32,2025-04-07,1637,T,50,6.1NRT,298.65,20.12,D
27.44082,-98.36454,315.07,1.63,1.26,2025-04-07,1637,T,66,6.1NRT,297.05,19.6,D
27.43798,-98.34866,328.77,1.64,1.26,2025-04-07,1637,T,83,6.1NRT,298.66,49.08,D
27.47548,-99.62628,311.89,1.36,1.15,2025-04-07,1637,T,52,6.1NRT,299.66,5.59,D
28.01311,-105.2848,317.22,1.08,1.04,2025-04-07,1637,T,60,6.1NRT,302.85,7.31,D
26.32121,-98.40566,319.69,1.71,1.28,2025-04-07,1639,T,74,6.1NRT,300.54,25.06,D
26.07076,-98.37101,312.07,1.74,1.29,2025-04-07,1639,T,57,6.1NRT,299.97,13.68,D
26.00226,-100.30894,316.58,1.31,1.13,2025-04-07,1639,T,67,6.1NRT,296.03,13.51,D
26.00013,-100.29625,313.48,1.31,1.14,2025-04-07,1639,T,55,6.1NRT,297.51,9.42,D
25.90946,-100.30826,317.55,1.31,1.14,2025-04-07,1639,T,68,6.1NRT,299.61,11.12,D
25.90734,-100.29562,320.07,1.31,1.14,2025-04-07,1639,T,72,6.1NRT,301.1,14.69,D
26.88942,-107.18262,344.45,1.29,1.13,2025-04-07,1639,T,92,6.1NRT,295.91,70,D
25.46431,-99.99512,313.44,1.39,1.17,2025-04-07,1639,T,58,6.1NRT,299.92,9.07,D
25.54884,-100.87092,312.55,1.24,1.11,2025-04-07,1639,T,34,6.1NRT,299.29,4.79,D
25.51648,-100.97482,315.45,1.22,1.1,2025-04-07,1639,T,28,6.1NRT,299.36,7.55,D
25.27488,-99.68671,322.19,1.47,1.2,2025-04-07,1639,T,77,6.1NRT,299.32,24.85,D
25.28,-99.69212,315.71,1.47,1.2,2025-04-07,1639,T,63,6.1NRT,299.85,14.39,D
25.27761,-99.67805,313.86,1.47,1.2,2025-04-07,1639,T,47,6.1NRT,299.79,11.99,D
25.44105,-100.89996,313.73,1.24,1.11,2025-04-07,1639,T,49,6.1NRT,295.93,6.68,D
25.43912,-100.88824,314.74,1.24,1.11,2025-04-07,1639,T,56,6.1NRT,298.33,8.3,D
25.43534,-100.92542,312.85,1.23,1.1,2025-04-07,1639,T,42,6.1NRT,297.43,6.71,D
25.35814,-101.02014,311.78,1.22,1.1,2025-04-07,1639,T,39,6.1NRT,297.2,7.89,D
25.26191,-101.11813,311.97,1.21,1.09,2025-04-07,1639,T,28,6.1NRT,297.77,4.49,D
25.26,-101.10661,312.02,1.21,1.1,2025-04-07,1639,T,55,6.1NRT,297.52,5.28,D
25.17822,-107.13223,324.01,1.22,1.1,2025-04-07,1639,T,74,6.1NRT,300.32,20.69,D
25.04413,-107.18672,328.49,1.23,1.1,2025-04-07,1639,T,80,6.1NRT,311.05,21.28,D
25.04272,-107.17527,337.04,1.22,1.1,2025-04-07,1639,T,87,6.1NRT,310.65,37.28,D
24.33549,-106.24272,320.76,1.09,1.04,2025-04-07,1639,T,73,6.1NRT,291.73,19.34,D
24.32807,-106.25013,310.92,1.09,1.04,2025-04-07,1639,T,45,6.1NRT,292.92,8.93,D
24.31332,-106.20921,323.16,1.09,1.04,2025-04-07,1639,T,71,6.1NRT,299.06,18.26,D
24.30436,-106.21153,319.05,1.09,1.04,2025-04-07,1639,T,36,6.1NRT,300.07,11.64,D
24.2786,-106.22769,317.93,1.09,1.04,2025-04-07,1639,T,67,6.1NRT,304.2,8.62,D
24.27727,-106.21752,324.38,1.09,1.04,2025-04-07,1639,T,77,6.1NRT,305.79,15.82,D
22.95736,-102.40228,314.22,1.12,1.06,2025-04-07,1639,T,29,6.1NRT,303.09,5.43,D
22.96795,-104.4304,311.03,1,1,2025-04-07,1639,T,46,6.1NRT,294.18,6.78,D
22.90592,-104.63999,314.77,1,1,2025-04-07,1639,T,58,6.1NRT,295.18,9.53,D
21.75545,-98.09774,329.2,2.23,1.45,2025-04-07,1639,T,73,6.1NRT,298.97,69.59,D
21.75491,-98.10346,327.5,2.23,1.45,2025-04-07,1639,T,82,6.1NRT,298.85,61.85,D
22.04129,-102.28849,317.47,1.17,1.07,2025-04-07,1639,T,50,6.1NRT,298.9,7.39,D
21.81066,-102.28175,315.33,1.17,1.08,2025-04-07,1639,T,25,6.1NRT,301.97,6.07,D
21.74317,-102.28268,318.43,1.18,1.08,2025-04-07,1639,T,27,6.1NRT,300.88,6.62,D
22.23703,-105.64098,318.99,1.02,1.01,2025-04-07,1639,T,33,6.1NRT,306.46,8.28,D
21.98172,-105.19907,336.18,1,1,2025-04-07,1639,T,87,6.1NRT,309.15,25.31,D
21.09701,-102.23795,317.77,1.21,1.09,2025-04-07,1639,T,63,6.1NRT,305.4,7.88,D
21.3944,-104.96593,336.8,1,1,2025-04-07,1639,T,87,6.1NRT,303.52,30.62,D
